id,test_num,name,components,precipitated_out,water_weight,cv_diff,avg_cv_diff,avg_highV,highV,avg_lowV,lowV,avg_cv_diff_rev,cv_diff_rev,avg_highV_rev,highV_rev,avg_lowV_rev,lowV_rev,ignore_first,cv_date_uploaded,temp(C),electrode_used,paths,valid_flag,cv_error,avg_conductivity,conductivity,geis_date_uploaded,geis_error
6866c32784b37ccaaabd0440,"{'components': {'TFSI': 16.87, 'AC': 4.18}, 'precipitated_out': False, 'water_weight': 1.3792282812513388}",4.18_0_0_0_0_16.87,"{'TFSI': 16.87, 'AC': 4.18}",False,1.3792282812513388,"[2.5112435, 2.5612822, 2.5811070999999997]",2.57119465,1.4477491,"[1.4436307, 1.4500626, 1.4454356]",-1.12344555,"[-1.0676128, -1.1112196, -1.1356715]",2.9889293500000003,"[2.9257736000000003, 2.9800404, 2.9978183]",1.81817185,"[1.8018467, 1.8224846, 1.8138591]",-1.1707575000000001,"[-1.1239269, -1.1575558, -1.1839592]",True,2025-04-02 11:13:21,23.68,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_16p87m_AC_4p18m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_16p87m_AC_4p18m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_16p87m_AC_4p18m_geis2.csv']",True,0.0198248999999997,0.03660491429054745,"[0.03992527790919688, 0.035732402985687986, 0.037477425595406906]",2025-04-01 21:00:11,0.00174502260971892
6866c32784b37ccaaabd0441,"{'components': {'TFSI': 3.72, 'FSI': 4.91, 'NO3': 1.14, 'ClO4': 0.3}, 'precipitated_out': False, 'water_weight': 2.4624487352509816}",0_4.91_0.3_0_1.14_3.72,"{'TFSI': 3.72, 'FSI': 4.91, 'NO3': 1.14, 'ClO4': 0.3}",False,2.4624487352509816,"[2.4312226, 2.6433780000000002, 2.6573713999999997]",2.6503747,1.5552860499999999,"[1.3594284, 1.5565904, 1.5539817]",-1.09508865,"[-1.0717942, -1.0867876, -1.1033897]",2.8208868999999996,"[2.5838961, 2.8118971, 2.8298767]",1.6714856,"[1.4637948, 1.6707845, 1.6721867]",-1.1494013,"[-1.1201013, -1.1411126, -1.15769]",True,2025-04-17 10:51:28,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_3p72m_FSI_4p91m_NO3_1p14m_ClO4_p30m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_3p72m_FSI_4p91m_NO3_1p14m_ClO4_p30m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_3p72m_FSI_4p91m_NO3_1p14m_ClO4_p30m_geis2.csv']",True,0.01399339999999949,0.05851779028993154,"[0.07533266860868043, 0.05772337138659973, 0.059312209193263354]",2025-04-16 14:49:55,0.0015888378066636274
6866c32884b37ccaaabd0442,"{'components': {'TFSI': 21.0}, 'precipitated_out': False, 'water_weight': 1.2183231780688362}",0_0_0_0_0_21.0,{'TFSI': 21.0},False,1.2183231780688362,"[2.8192228000000004, 2.8472015, 2.8574473]",2.8523244,1.73925185,"[1.7297423, 1.7377537, 1.74075]",-1.11307255,"[-1.0894805, -1.1094478, -1.1166973]",3.0709893499999996,"[2.999891, 3.0558821, 3.0860966]",1.9086384,"[1.8641334, 1.898131, 1.9191458]",-1.16235095,"[-1.1357576, -1.1577511, -1.1669508]",True,2025-01-29 22:36:24,23.62,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_21m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_21m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_21m_geis2.csv']",True,0.01024579999999986,0.006970328828073467,"[0.008440311560230548, 0.0071590194191872795, 0.006781638236959654]",2025-02-17 10:51:56,-0.00037738118222762577
6866c32884b37ccaaabd0443,"{'components': {'FSI': 10.43}, 'precipitated_out': False, 'water_weight': 2.5944242546680885}",0_10.43_0_0_0_0,{'FSI': 10.43},False,2.5944242546680885,"[2.5531837, 2.5833841, 2.5873429]",2.5853634999999997,1.4574878,"[1.4969274, 1.4733281, 1.4416475]",-1.1278757,"[-1.0562563, -1.110056, -1.1456954]",2.7749108,"[2.7556368, 2.7739946, 2.7758269999999996]",1.5967299499999998,"[1.6511154, 1.6136264, 1.5798335]",-1.17818085,"[-1.1045214, -1.1603682, -1.1959935]",True,2025-02-07 23:21:44,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_10p43m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_10p43m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_10p43m_geis2.csv']",True,0.003958799999999929,0.07548355710672557,"[0.07971669309696515, 0.07398627619662364, 0.0769808380168275]",2025-02-17 10:51:55,0.002994561820203856
6866c32984b37ccaaabd0444,"{'components': {'TFSI': 1.57, 'FSI': 6.47, 'AC': 1.02}, 'precipitated_out': False, 'water_weight': 2.718332508235881}",1.02_6.47_0_0_0_1.57,"{'TFSI': 1.57, 'FSI': 6.47, 'AC': 1.02}",False,2.718332508235881,"[2.2568776, 2.3171024, 2.0689614599999997]",2.19303193,1.2410435,"[1.1774865, 1.2395204, 1.2425666]",-0.95198843,"[-1.0793911, -1.077582, -0.82639486]",2.696818,"[2.4455371, 2.687698, 2.7059379999999997]",1.5465377999999999,"[1.3098592, 1.5400184, 1.5530572]",-1.1502802,"[-1.1356779, -1.1476796, -1.1528808]",True,2025-04-17 10:51:28,23.0,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_1p57m_FSI_6p47m_AC_1p02m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_1p57m_FSI_6p47m_AC_1p02m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_1p57m_FSI_6p47m_AC_1p02m_geis2.csv']",True,-0.2481409400000003,0.0624411210881885,"[0.07213533846300742, 0.061442873875459394, 0.0634393683009176]",2025-04-16 17:17:31,0.0019964944254582118
6866c32984b37ccaaabd0445,"{'components': {'NO3': 4.83, 'AC': 2.84}, 'precipitated_out': False, 'water_weight': 4.097011457627146}",2.84_0_0_0_4.83_0,"{'NO3': 4.83, 'AC': 2.84}",False,4.097011457627146,"[2.2230527, 2.2030154, 2.2009795]",2.20199745,1.1665505,"[1.1964651, 1.1698495, 1.1632515]",-1.0354469499999999,"[-1.0265876, -1.0331659, -1.037728]",2.56281185,"[2.5638154, 2.5638244, 2.5617993]",1.46405655,"[1.4729443, 1.4663545, 1.4617586]",-1.0987553,"[-1.0908711, -1.0974699, -1.1000407]",True,2025-04-02 11:13:21,23.37,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_4p83m_AC_2p84m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_4p83m_AC_2p84m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\NO3_4p83m_AC_2p84m_geis2.csv']",True,-0.0020359000000000904,0.07719782216216839,"[0.08513395732474233, 0.07699145599964019, 0.0774041883246966]",2025-04-01 18:37:16,0.00041273232505641133
6866c32984b37ccaaabd0446,"{'components': {'TFSI': 0.19, 'FSI': 2.74, 'NO3': 0.27, 'ClO4': 0.28, 'SO4': 0.28, 'AC': 0.29}, 'precipitated_out': False, 'water_weight': 3.7907437426589876}",0.29_2.74_0.28_0.28_0.27_0.19,"{'TFSI': 0.19, 'FSI': 2.74, 'NO3': 0.27, 'ClO4': 0.28, 'SO4': 0.28, 'AC': 0.29}",False,3.7907437426589876,"[2.2651310000000002, 2.2889494, 2.2891272000000003]",2.2890383,1.2550135500000001,"[1.2427294, 1.2579134, 1.2521137]",-1.03402475,"[-1.0224016, -1.031036, -1.0370135]",2.5076926,"[2.4897798, 2.5075927, 2.5077925]",1.4193858499999998,"[1.4151016, 1.4222989, 1.4164728]",-1.08830675,"[-1.0746782, -1.0852938, -1.0913197]",True,2025-03-12 22:17:16,22.68,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p19m_FSI_2p74m_NO3_0p27m_ClO4_0p28m_SO4_0p28m_AC_0p29m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p19m_FSI_2p74m_NO3_0p27m_ClO4_0p28m_SO4_0p28m_AC_0p29m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_0p19m_FSI_2p74m_NO3_0p27m_ClO4_0p28m_SO4_0p28m_AC_0p29m_geis2.csv']",True,0.0001778000000003388,0.07502615734538226,"[0.07526585435103929, 0.07030508045539412, 0.07974723423537042]",2025-03-12 21:45:57,0.0094421537799763
6866c32a84b37ccaaabd0447,"{'components': {'FSI': 1.26, 'SO4': 1.26}, 'precipitated_out': False, 'water_weight': 4.182945768255948}",0_1.26_0_1.26_0_0,"{'FSI': 1.26, 'SO4': 1.26}",False,4.182945768255948,"[2.3171293, 2.3529667, 2.3571454999999997]",2.3550560999999997,1.32055755,"[1.2981428, 1.3235648, 1.3175503]",-1.03449855,"[-1.0189865, -1.0294019, -1.0395952]",2.5006424999999997,"[2.4657654, 2.4995355999999997, 2.5017494]",1.41688715,"[1.4004984, 1.4198893, 1.413885]",-1.0837553500000001,"[-1.065267, -1.0796463, -1.0878644]",True,2025-02-25 10:54:25,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_1p26m_SO4_1p26m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_1p26m_SO4_1p26m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_1p26m_SO4_1p26m_geis2.csv']",True,0.004178799999999594,0.07192702736533566,"[0.07009677541136054, 0.07197333638584574, 0.07188071834482558]",2025-02-18 23:38:58,-9.261804102016213e-05
6866c32a84b37ccaaabd0448,"{'components': {'TFSI': 10.28, 'NO3': 2.0, 'AC': 1.37}, 'precipitated_out': False, 'water_weight': 1.9106885527997424}",1.37_0_0_0_2.0_10.28,"{'TFSI': 10.28, 'NO3': 2.0, 'AC': 1.37}",False,1.9106885527997424,"[2.5192581, 2.6314253, 2.6433519]",2.6373886,1.5120279499999998,"[1.4396718, 1.5129673, 1.5110886]",-1.12536065,"[-1.0795863, -1.118458, -1.1322633]",2.97200735,"[2.9119881000000003, 2.9659696, 2.9780451]",1.7993762,"[1.7840604, 1.8012667, 1.7974857]",-1.17263115,"[-1.1279277, -1.1647029, -1.1805594]",True,2025-05-16 16:12:57,21.87,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_10p28m_NO3_2m_AC_1p37m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_10p28m_NO3_2m_AC_1p37m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_10p28m_NO3_2m_AC_1p37m_geis2.csv']",True,0.011926599999999787,0.022641573654065508,"[0.023759254523391924, 0.022399503575785965, 0.02288364373234505]",2025-05-07 15:38:06,0.0004841401565590861
6866c32a84b37ccaaabd0449,"{'components': {'FSI': 20.9, 'NO3': 1.13, 'AC': 1.82}, 'precipitated_out': False, 'water_weight': 1.6972514305664261}",1.82_20.9_0_0_1.13_0,"{'FSI': 20.9, 'NO3': 1.13, 'AC': 1.82}",False,1.6972514305664261,"[2.8131979, 2.9234964, 2.9555206]",2.9395084999999996,1.8392274,"[1.7591696, 1.8446379, 1.8338169]",-1.1002811000000001,"[-1.0540283, -1.0788585, -1.1217037]",3.0921241999999998,"[3.0398643, 3.0721149, 3.1121334999999997]",1.95056155,"[1.939556, 1.9529573, 1.9481658]",-1.14156265,"[-1.1003083, -1.1191576, -1.1639677]",True,2025-03-07 18:28:58,N/A,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_20p9m_NO3_1p13m_AC_1p82m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_20p9m_NO3_1p13m_AC_1p82m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_20p9m_NO3_1p13m_AC_1p82m_geis2.csv']",True,0.03202419999999995,0.024322737384579407,"[0.02787079036739323, 0.024193102019770017, 0.0244523727493888]",2025-03-07 18:21:36,0.0002592707296187845
6866c32b84b37ccaaabd044a,"{'components': {'SO4': 1.0}, 'precipitated_out': False, 'water_weight': 4.689880059322863}",0_0_0_1.0_0_0,{'SO4': 1.0},False,4.689880059322863,"[2.2889223000000003, 2.2570804, 2.2510624000000004]",2.2540714,1.24158415,"[1.285136, 1.2457074, 1.2374609]",-1.01248725,"[-1.0037863, -1.011373, -1.0136015]",2.39870745,"[2.4175198, 2.3997099, 2.397705]",1.33990025,"[1.3674461, 1.3419982, 1.3378023]",-1.0588072,"[-1.0500737, -1.0577117, -1.0599027]",True,2025-02-08 05:20:18,23.18,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\SO4_1m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\SO4_1m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\SO4_1m_geis2.csv']",True,-0.006017999999999635,0.06609535819484894,"[0.06674237215548402, 0.06620758584262294, 0.06598313054707491]",2025-02-17 10:51:55,-0.0002244552955480289
6866c32b84b37ccaaabd044b,"{'components': {'TFSI': 4.78, 'FSI': 3.67, 'AC': 3.27}, 'precipitated_out': False, 'water_weight': 2.341053939897796}",3.27_3.67_0_0_0_4.78,"{'TFSI': 4.78, 'FSI': 3.67, 'AC': 3.27}",False,2.341053939897796,"[2.2350019000000003, 2.3231412000000002, 2.3491062]",2.3361237,1.2147081,"[1.1342311, 1.2045237, 1.2248925]",-1.1214156000000002,"[-1.1007708, -1.1186175, -1.1242137]",2.8029647499999997,"[2.4695413999999998, 2.7879832999999996, 2.8179461999999997]",1.62427415,"[1.3106465, 1.6090889, 1.6394594]",-1.1786906,"[-1.1588949, -1.1788944, -1.1784868]",True,2025-04-17 10:51:28,22.81,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_4p78m_FSI_3p67m_AC_3p27m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_4p78m_FSI_3p67m_AC_3p27m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\TFSI_4p78m_FSI_3p67m_AC_3p27m_geis2.csv']",True,0.025964999999999794,0.030556548823580092,"[0.04647962403912707, 0.030561082705273176, 0.030552014941887008]",2025-04-16 16:03:48,-9.06776338616827e-06
6866c32b84b37ccaaabd044c,"{'components': {'FSI': 6.25, 'NO3': 0.43, 'AC': 4.99}, 'precipitated_out': False, 'water_weight': 2.899467284636328}",4.99_6.25_0_0_0.43_0,"{'FSI': 6.25, 'NO3': 0.43, 'AC': 4.99}",False,2.899467284636328,"[2.2490810000000003, 2.2529143, 2.2470963]",2.2500052999999998,1.1893635,"[1.2068889, 1.1958818, 1.1828452]",-1.0606418,"[-1.0421921, -1.0570325, -1.0642511]",2.7796923000000002,"[2.7518347, 2.7777085, 2.7816761000000003]",1.65375005,"[1.6433522, 1.6563662, 1.6511339]",-1.12594225,"[-1.1084825, -1.1213423, -1.1305422]",True,2025-03-07 16:07:53,22.5,Pt,"['c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_6p25m_NO3_0p43m_AC_4p99m_geis0.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_6p25m_NO3_0p43m_AC_4p99m_geis1.csv', 'c:\\Users\\llf1362\\Desktop\\DB\\eis\\FSI_6p25m_NO3_0p43m_AC_4p99m_geis2.csv']",True,-0.005818000000000101,0.035257090459674185,"[0.034228922347663775, 0.035984711814495605, 0.034529469104852765]",2025-03-07 16:00:58,-0.00145524270964284
