_id,name,alpha_c,avg_alpha_c,avg_cv_diff,avg_highV,avg_i0,avg_lowV,avg_overP,components,cv_date_uploaded,cv_diff,highV,i0,ignore_first,lowV,overP,precipitated_out,temp(C),water_weight,cv_error,avg_conductivity,conductivity,geis_date_uploaded,geis_error
681bc6c992bd801e9fb8b0a1,NO3_4p83m_AC_2p84m,"['0.41406', '0.35731', '0.33999']",0.34865,2.56281185,1.46405655,0.4101,-1.0987553,-1.019064960854197,"{'NO3': 4.83, 'AC': 2.84}",2025-04-01 18:43:48,"[2.5638154, 2.5638244, 2.5617993]","[1.4729443, 1.4663545, 1.4617586]","['4.238e-01', '4.181e-01', '4.021e-01']",1.0,"[-1.0908711, -1.0974699, -1.1000407]","[-1.022724958924817, -1.020550642809815, -1.017579278898579]",False,23.37,4.097011457627146,-0.0020251,0.077197822162168,"[0.08513395732474201, 0.07699145599964001, 0.077404188324696]",2025-04-01 18:37:16,0.00041273232505600004
681bc6c992bd801e9fb8b0a2,NO3_2p12m,"[None, None, None]",,2.496795299999999,1.4336915000000001,,-1.0631038,-1.040918199598325,{'NO3': 2.12},2025-02-17 10:51:57,"[2.511860699999999, 2.499787699999999, 2.4938029]","[1.4845625, 1.4436917, 1.4236913]","[None, None, None]",1.0,"[-1.0272982, -1.056096, -1.0701116]","[-1.005479642630477, -1.034206640271705, -1.047629758924946]",False,20.0,4.7282485269614245,-0.005984799999999,0.104320635775991,"[0.10651502897218501, 0.105656603651589, 0.10298466790039301]",2025-02-17 10:51:55,-0.0026719357511960002
681bc6c992bd801e9fb8b0a3,NO3_0p28m_ClO4_5m,"[None, None, None]",,2.5338357,1.4578063,,-1.0760294,-1.055166352257659,"{'NO3': 0.28, 'ClO4': 5.0}",2025-02-17 10:51:57,"[2.5678644, 2.5358175000000003, 2.531853899999999]","[1.5185373, 1.4660845999999998, 1.449528]","[None, None, None]",1.0,"[-1.0493271, -1.0697329, -1.0823259]","[-1.025730410256281, -1.04874716472791, -1.061585539787408]",False,20.0,4.070217643176819,-0.0039636,0.166913906676249,"[0.173807313974179, 0.17381674639777, 0.16001106695472803]",2025-02-17 10:51:55,-0.013805679443041001
681bc6ca92bd801e9fb8b0a4,FSI_20p9m_NO3_1p13m_AC_1p82m,"['0.43500', '0.42914', '0.37863']",0.40388500000000005,3.092124199999999,1.95056155,0.29045000000000004,-1.14156265,-1.045324428596292,"{'FSI': 20.9, 'NO3': 1.13, 'AC': 1.82}",2025-03-07 18:28:58,"[3.0398643, 3.0721149, 3.112133499999999]","[1.939556, 1.9529573, 1.9481658]","['3.590e-01', '3.853e-01', '1.956e-01']",1.0,"[-1.1003083, -1.1191576, -1.1639677]","[-1.026817208095639, -1.049216601575561, -1.041432255617023]",False,20.0,1.6972514305664261,0.040018599999999,0.024322737384579,"[0.027870790367393, 0.024193102019770003, 0.024452372749388003]",2025-03-07 18:21:36,0.000259270729618
681bc6ca92bd801e9fb8b0a5,AC_1m,"['0.28264', '0.33133', '0.21175']",0.27154,2.47466115,1.3879854,0.0003073,-1.08667575,-0.154496272107416,{'AC': 1.0},2025-02-19 01:23:51,"[2.4537415, 2.3836985, 2.5656238]","[1.3760567, 1.3100277999999999, 1.465943]","['5.044e-05', '1.000e-05', '6.046e-04']",1.0,"[-1.0776848, -1.0736707, -1.0996808]","[-0.14521509002643201, -0.15229647845093802, -0.156696065763894]",False,20.0,4.847312088695848,0.181925299999999,0.031021980345626,"[0.030192425550005002, 0.031067626406815003, 0.030976334284437003]",2025-02-19 01:17:16,-9.12921223775523e-05
681bc6cb92bd801e9fb8b0a6,TFSI_9p81m_NO3_0p82m_AC_6p23m,"['0.32345', '0.30910', '0.31329']",0.311195,3.0898948,1.8293974,0.047764999999999995,-1.2604974,-0.9951040476681291,"{'TFSI': 9.81, 'NO3': 0.8200000000000001, 'AC': 6.23}",2025-04-21 15:23:33,"[3.0257918, 3.0898994, 3.0898902]","[1.8246753999999998, 1.8296877999999999, 1.829107]","['2.276e-01', '4.886e-02', '4.667e-02']",1.0,"[-1.2011164, -1.2602115999999999, -1.2607832]","[-1.070676497435897, -0.995157634024427, -0.9950504613118311]",False,22.93,1.8737227199653992,-9.200000000042508e-06,,,,
681bc6cb92bd801e9fb8b0a7,TFSI_0p91m_NO3_2p10m_SO4_0p90m,"[None, '0.84945', '0.66534']",0.7573949999999999,2.58285235,1.4923701999999999,0.500599999999999,-1.09048215,-1.058762464841768,"{'TFSI': 0.91, 'NO3': 2.1, 'SO4': 0.9}",2025-03-10 19:28:44,"[2.5598802000000003, 2.5758613, 2.5898434]","[1.4897894, 1.4899895, 1.4947509]","[None, '4.324e-01', '5.688e-01']",1.0,"[-1.0700908, -1.0858718, -1.0950925]","[-1.041733351170017, -1.05500123178689, -1.062523697896646]",False,22.25,3.996957980682206,0.0139821,0.089792357862291,"[0.08596297259959601, 0.08842556961891401, 0.09115914610566701]",2025-03-10 19:22:22,0.0027335764867520004
681bc6cb92bd801e9fb8b0a8,TFSI_1p61m_FSI_2p91m_ClO4_0p10m_SO4_0p064m,"[None, None, None]",,2.6147882,1.50006595,,-1.11472225,-1.08928154233228,"{'TFSI': 1.6099999999999999, 'FSI': 2.91, 'ClO4': 0.1, 'SO4': 0.064}",2025-03-19 17:37:55,"[2.6418127, 2.6176453, 2.6119311]","[1.5432255000000001, 1.5067627, 1.4933692]","[None, None, None]",1.0,"[-1.0985872, -1.1108826, -1.1185619]","[-1.073176853956012, -1.085420757728286, -1.093142326936273]",False,22.81,3.321560458701158,-0.005714199999999001,0.074665808172791,"[0.073244806203393, 0.07105427008354401, 0.078277346262038]",2025-03-19 17:31:35,0.007223076178494001
681bc6cc92bd801e9fb8b0a9,NO3_4m,"[None, None, None]",,2.56686005,1.4805484500000001,,-1.0863116,-1.063540021891853,{'NO3': 4.0},2025-02-17 10:51:58,"[2.5558489, 2.5698781, 2.563842]","[1.493562, 1.4903749, 1.4707219999999999]","[None, None, None]",1.0,"[-1.0622869, -1.0795032, -1.09312]","[-1.039136523597661, -1.056613773085509, -1.070466270698197]",False,24.25,4.5108377361194,-0.006036099999999001,0.13407934712750302,"[0.14089933018889902, 0.13410154411455602, 0.13405715014045]",2025-02-17 10:51:56,-4.4393974106160534e-05
681bc6cc92bd801e9fb8b0aa,FSI_1p25m_NO3_1p01m_ClO4_0p70m_SO4_0p43m,"[None, None, None]",,2.59283995,1.41067955,,-1.1821604,-1.152621117484459,"{'FSI': 1.25, 'NO3': 1.01, 'ClO4': 0.7000000000000001, 'SO4': 0.43}",2025-03-11 11:30:25,"[2.5678779, 2.5978173, 2.5878626000000002]","[1.477775, 1.4334818, 1.3878773]","[None, None, None]",1.0,"[-1.0901029, -1.1643355, -1.1999853]","[-1.06427442322848, -1.136080052147365, -1.169162182821552]",False,22.25,4.174122396050318,-0.009954699999999001,0.09009374877791401,"[0.10064635617051201, 0.09368331791668201, 0.086504179639146]",2025-03-11 11:24:02,-0.007179138277536001
681bc6cc92bd801e9fb8b0ab,FSI_5p1m,"[None, '0.36427', None]",,2.62278595,1.4358160500000001,,-1.1869699,-0.753988832319132,{'FSI': 5.1},2025-02-17 10:51:57,"[2.5716314000000002, 2.673748299999999, 2.5718236]","[1.4619311, 1.4909732, 1.3806589]","[None, '1.000e-05', None]",1.0,"[-1.1097003, -1.1827751, -1.1911647]","[-1.083768808529761, -0.342643416316993, -1.165334248321271]",False,20.0,3.440252675337638,-0.10192469999999901,0.09331907975294501,"[0.098525255983697, 0.100156762693432, 0.086481396812458]",2025-02-17 10:51:54,-0.013675365880974
681bc6cd92bd801e9fb8b0ac,NO3_3p5m_ClO4_2m,"[None, None, None]",,2.619860799999999,1.5150792,,-1.1047816,-1.077930905960495,"{'NO3': 3.5, 'ClO4': 2.0}",2025-03-24 12:03:01,"[2.605843799999999, 2.6218695, 2.6178521]","[1.5264338, 1.5262026, 1.5039558]","[None, None, None]",1.0,"[-1.07941, -1.0956668999999999, -1.1138963]","[-1.052855280088911, -1.069213092441624, -1.086648719479366]",False,23.06,4.225741785789251,-0.004017399999999,0.16086123158878202,"[0.16066127617074602, 0.151575510524101, 0.17014695265346302]",2025-03-24 11:56:35,0.018571442129362
681bc6cd92bd801e9fb8b0ad,AC_7m,"['0.35263', '0.35481', '0.36590']",0.360355,2.50470745,1.3803671,0.45485000000000003,-1.12434035,-1.053296653964343,{'AC': 7.0},2025-02-19 03:42:37,"[2.5216134, 2.5038244, 2.5055905000000003]","[1.3914834, 1.3814731999999998, 1.379261]","['4.993e-01', '4.566e-01', '4.531e-01']",1.0,"[-1.13013, -1.1223512, -1.1263295]","[-1.062460716238225, -1.0509130164151501, -1.055680291513535]",False,20.0,4.096693415632222,0.0017661,0.021777169159472,"[0.022019769595568003, 0.021704098731476003, 0.021850239587468002]",2025-02-19 03:35:45,0.000146140855991
681bc6ce92bd801e9fb8b0ae,FSI_9p59m_NO3_1p6m,"['0.95488', '0.79162', '0.77586']",0.7837400000000001,2.8609036999999997,1.72068745,0.44835,-1.14021625,-1.105632383491685,"{'FSI': 9.59, 'NO3': 1.6}",2025-04-01 22:17:18,"[2.8118545, 2.8579106000000003, 2.8638968]","[1.7111917, 1.7277952, 1.7135797]","['3.633e-01', '4.477e-01', '4.490e-01']",1.0,"[-1.1006628, -1.1301154, -1.1503171]","[-1.070138297075552, -1.095229173652364, -1.116035593331005]",False,23.68,2.637253398854117,0.0059861999999990005,0.083135004186415,"[0.087591715515084, 0.081034207439637, 0.08523580093319301]",2025-04-01 22:10:27,0.004201593493555001
681bc6ce92bd801e9fb8b0af,NO3_3p5m_ClO4_1m_AC_2p1m,"['0.40377', '0.39450', '0.39335']",0.393924999999999,2.5207858,1.4198701,0.4929,-1.100915699999999,-1.039841420822949,"{'NO3': 3.5, 'ClO4': 1.0, 'AC': 2.1}",2025-03-24 14:20:59,"[2.511776099999999, 2.5197797, 2.5217919]","[1.4144739, 1.4212718, 1.4184684]","['5.088e-01', '4.788e-01', '5.070e-01']",1.0,"[-1.0973022, -1.0985079, -1.1033235]","[-1.0394434487078361, -1.035724207677292, -1.043958633968606]",False,23.93,4.148674421341318,0.0020122,0.08940676332663901,"[0.004759965303496001, 0.07574830794578001, 0.103065218707498]",2025-03-24 14:14:30,0.027316910761718
681bc6ce92bd801e9fb8b0b0,AC_3p62m,"['0.25563', '0.52518', '0.51912']",0.52215,2.3124387,1.27796185,0.5744,-1.03447685,-0.9917680266502791,{'AC': 3.62},2025-02-17 10:51:58,"[2.4935937, 2.3094425, 2.3154349]","[1.415066, 1.2749586, 1.2809651]","['7.558e-05', '5.707e-01', '5.781e-01']",1.0,"[-1.0785277, -1.0344839, -1.0344698]","[-0.096069307776037, -0.9916334893494021, -0.9919025639511561]",False,20.0,4.4882167533259345,0.0059924,0.02959448256496,"[0.02887727164124, 0.029542381918621, 0.029646583211298]",2025-02-17 10:51:55,0.00010420129267700001
681bc6cf92bd801e9fb8b0b1,TFSI_1p57m_FSI_6p47m_AC_1p02m,"['0.55982', '0.45721', '0.45634']",0.45677500000000004,2.696818,1.546537799999999,0.39555,-1.1502802,-1.085214541838036,"{'TFSI': 1.57, 'FSI': 6.47, 'AC': 1.02}",2025-04-16 17:24:15,"[2.4455371, 2.687698, 2.705937999999999]","[1.3098592, 1.5400184000000001, 1.5530572]","['5.025e-01', '4.006e-01', '3.905e-01']",1.0,"[-1.1356779, -1.1476796, -1.1528808]","[-1.091301584937114, -1.08330880683874, -1.087120276837332]",False,23.0,2.718332508235881,0.018239999999999,0.06244112108818801,"[0.072135338463007, 0.061442873875459006, 0.06343936830091701]",2025-04-16 17:17:31,0.001996494425458
681bc6cf92bd801e9fb8b0b2,FSI_0p36m,"[None, None, None]",,2.4147123,1.34593345,,-1.06877885,-1.043284599934241,{'FSI': 0.36},2025-02-17 10:51:57,"[2.4094656, 2.4157339, 2.4136907]","[1.3429986, 1.3472591999999999, 1.3446077]","[None, None, None]",1.0,"[-1.066467, -1.0684746999999999, -1.069083]","[-1.041011251476317, -1.042808008994332, -1.043761190874149]",False,20.0,4.844945239139513,-0.0020432000000000002,0.016255555830298002,"[0.016129300621322, 0.016307027579668003, 0.016204084080927002]",2025-02-17 10:51:56,-0.000102943498741
681bc6cf92bd801e9fb8b0b3,TFSI_2p44m_NO3_1p17m_ClO4_0p24m_SO4_0p26m,"['0.78062', '0.61356', '0.58364']",0.5986,2.63992915,1.5117690000000001,0.5558000000000001,-1.128160149999999,-1.091075974633601,"{'TFSI': 2.44, 'NO3': 1.17, 'ClO4': 0.24, 'SO4': 0.26}",2025-03-12 18:25:52,"[2.6379057, 2.637940999999999, 2.6419173000000002]","[1.5341865000000001, 1.516187, 1.5073509999999999]","['5.059e-01', '5.658e-01', '5.458e-01']",1.0,"[-1.1037192, -1.121754, -1.1345663]","[-1.072064962322752, -1.086495637076036, -1.095656312191167]",False,22.37,3.520711005905652,0.0039763,0.06500765743360501,"[0.060043262637959005, 0.068079486267952, 0.061935828599257]",2025-03-12 18:19:23,-0.006143657668694001
681bc6d092bd801e9fb8b0b4,FSI_6p25m_NO3_0p43m_AC_4p99m,"['0.44234', '0.41814', '0.42575']",0.42194499999999996,2.7796923000000002,1.65375005,0.38985000000000003,-1.12594225,-1.055717830504346,"{'FSI': 6.25, 'NO3': 0.43, 'AC': 4.99}",2025-03-07 16:07:53,"[2.7518347, 2.7777085, 2.7816761000000003]","[1.6433521999999998, 1.6563662, 1.6511339]","['4.531e-01', '3.849e-01', '3.948e-01']",1.0,"[-1.1084825, -1.1213423, -1.1305422]","[-1.048632588210245, -1.050274505661361, -1.061161155347331]",False,22.5,2.8994672846363283,0.0039676,0.035257090459674005,"[0.034228922347663004, 0.035984711814495, 0.034529469104852]",2025-03-07 16:00:58,-0.0014552427096420001
681bc6d092bd801e9fb8b0b5,NO3_7m,"[None, None, None]",,2.6719314,1.5597764500000002,,-1.11215495,-1.087180185815873,{'NO3': 7.0},2025-02-17 10:51:57,"[2.6518771, 2.6719502, 2.6719125999999997]","[1.5749589, 1.5698061, 1.5497467999999999]","[None, None, None]",1.0,"[-1.0769182, -1.1021441, -1.1221657999999999]","[-1.050061339934384, -1.076621589699902, -1.097738781931844]",False,20.0,4.202483299419715,-3.7600000000193035e-05,0.15127829690371603,"[0.161545860698587, 0.15376020379007402, 0.148796390017357]",2025-02-17 10:51:55,-0.004963813772716001
681bc6d092bd801e9fb8b0b6,AC_2p88m,"['0.56402', '0.56374', '0.55265']",0.558195,2.33264695,1.25464835,0.56655,-1.0779986,-1.03891524435414,{'AC': 2.88},2025-02-17 10:51:58,"[2.3576813, 2.329664, 2.3356299]","[1.2539538000000001, 1.2483507, 1.2609460000000001]","['5.710e-01', '5.652e-01', '5.679e-01']",1.0,"[-1.1037275, -1.0813133, -1.0746839]","[-1.064166736038332, -1.04281216140709, -1.03501832730119]",False,20.0,4.584133957207609,0.0059658999999990005,0.039862289330431004,"[0.041848217903736, 0.038791821362462, 0.040932757298399]",2025-02-17 10:51:56,0.0021409359359370003
